sbn,size,category,symmetry,size_profile,sizes
BB1W30y2eEO9WzuK8R0w52Y2HKvOcMf1WW0X1OB0P,11,plain,none,mixed,1 4 4 5 7 7 8 11 11 25 38
BB1W5W2u5YOYWX42KAI0w44WZalYA0Zs6OcbXKWY3,11,plain,none,mixed,1 2 2 5 9 11 12 14 21 21 23
BB1W1YBhK-3WZY1uQ2c9Y984KK6Zds49U352K8GK1,11,plain,none,mixed,2 3 6 7 8 9 9 9 14 27 27
BB1W0G2DYEK68aYFX0IEG58XHAGaOn4sHdcGKZ4O9,11,plain,none,mixed,1 2 5 8 9 10 13 14 19 19 21
BB1W4G8P3aWaLHP2Nef12GHX7yo49n2CYpD49U490,11,plain,none,mixed,1 2 5 7 8 14 15 15 16 18 20
BB1W0AB50I22Ld65nIwcCG228Ew6N9QJo90L4gp0q,11,plain,none,mixed,1 6 7 7 7 8 8 10 20 21 26
BB1W2YGeXqHUkuQ0Y16mm4GX2au8oYRiQGqbQGGaK,11,plain,none,mixed,1 4 5 6 7 8 11 11 19 23 26
BB1W32a8uCiaY9ePG2mCW0EX49Swp0gLbMMnM4KH8,11,plain,none,mixed,1 1 1 7 8 9 15 15 17 20 27
BB1W0L1GDHIaLoB4KoY4mn081V60RY2G4GXuuJH2a,11,plain,none,mixed,1 2 2 5 5 12 14 15 21 22 22
BB1W4LH4uK5GLDaXg4e0WOW10COr0Y2Q4aIGY2C0a,11,plain,none,mixed,1 2 2 4 5 9 14 15 16 25 28
BB1W509JHU3JXSPiWoHW90mGaGg1uDEmQLfeFyUq8,11,plain,none,mixed,1 5 6 6 9 9 9 9 10 13 44
BB1W2HA3W2hafIN9dx8Q0K0m4f8vLr2eWX144Wf9A,11,plain,none,mixed,1 5 5 8 9 10 10 12 16 22 23
BB1W005aIHn2WA8uKHo89Wg68AWI0d8J2w2C80WP2,11,plain,none,mixed,1 1 3 3 3 6 7 19 21 28 29
BB1W64a4-COHY7oPHv9aamGWDnPd0I1GG94enZAW2,11,distinct,none,distinct,1 3 4 5 7 8 13 14 15 23 28
BB1W3GI9G53o914No8Y2040I0iYG9zc4gKfKcna58,11,plain,none,mixed,1 5 7 8 10 10 11 11 17 19 22
BB1W02063eEXP2eC1ASeAc931o48GX548Qan5d040,11,plain,none,mixed,1 3 3 3 4 6 9 14 19 26 33
BB1W82Wj2225ek6ak9BOG1WMLMCWP0e18Gwqgh3W8,11,plain,none,mixed,1 1 4 5 7 8 13 13 19 20 30
BB1W3Wbmaj8yX5agJf2MWI1GAWY9mGXZPYemI0X26,11,plain,none,mixed,1 2 4 4 11 12 13 17 18 19 20
BB1W2Iw7qI5GboB4Idu_D48b89Dn8ICuO1XP8AXGe,11,plain,none,mixed,5 5 6 7 7 7 8 11 12 20 33
BB1W02090KCWWKIZXL4DueX15k2aCGI1a9YaEXy54,11,plain,none,mixed,3 4 4 4 6 8 10 13 14 16 39
BB1W5el0qCG8Gj8mJ0yq9GPKA8aOr1IM24WJ48HH1,11,plain,none,mixed,2 3 3 4 5 10 14 15 16 21 28
BB1W0q1aIXC4eX4da2i1K2m60Q1894FnI4mokZ448,11,distinct,none,distinct,1 2 3 4 5 10 12 13 22 23 26
BB1W0O1eFWa1q4Tn95aYHD84WA1m4G8L0m4W831z0,11,plain,none,mixed,1 2 3 6 6 7 7 9 14 30 36
BB1W0A1040PaKM4KXWf6Xm4KGy2O8Hn7Ib9yY88Y0,11,plain,none,mixed,1 2 2 3 6 9 17 17 18 18 28
BB1W48WayNsDwaXKIH0a8WDiA14n71aIXK0p9SW81,11,plain,none,mixed,1 1 3 4 6 11 14 17 18 21 25
BB1W20208UI5540oEKf8nbmm227A-AL18c2P98oab,11,plain,none,mixed,1 1 3 4 9 10 14 15 15 21 28
BB1W2YIB8JwGh2XeJY182154IajWM2GCGYGL1Dm11,11,plain,none,mixed,1 1 6 7 7 9 9 15 19 21 26
BB1W54JTX5ZVjUrAOYY1A5e0W441gk1H6G8AefW8G,11,plain,none,mixed,2 4 4 5 8 9 16 17 17 19 20
BB1W30X2GGl1ngYH3GmaO8GaOHY87UVtC5I7AuM4O,11,plain,none,mixed,1 5 5 8 8 10 10 12 14 24 24
BB1W08nGkQio2W604M6W80LXemKWg2aGIWb7ekZS4,11,plain,none,mixed,1 2 4 7 7 7 7 8 14 29 35
BB1W1A5oACj1q76L9WwD81525BP1WY5KE5a9e4WGu,11,plain,none,mixed,1 1 3 7 8 8 10 16 17 22 28
BB1W5G8eYIxITe20G2WY494GX4XoS1m82GP1Y9X0b,11,plain,none,mixed,1 2 2 8 8 9 10 10 13 15 43
BB1WCaHH0bZ2KW34p3F0a2E0W84eSYgWX2aCN4CIm,11,plain,none,mixed,1 1 2 5 7 10 11 12 16 21 35
BB1W2CaGf2O9YIdck2G2eK4IDss-C4790CAJ0i8mY,11,distinct,none,distinct,1 4 5 7 8 9 10 13 16 20 28
BB1W0IHI94NUYC28mg4K9KA2Es3WG1XT4Dn4aGYHE,11,plain,none,mixed,1 1 3 6 10 12 13 14 16 19 26
BB1W0MaQ4OHM9hgOBXI50IDK98XoA5FHAHfWL0GK0,11,plain,none,mixed,1 2 2 2 6 9 10 10 23 25 31
BB1W0m390mp6n31ueY410A16qLAKg3JQeT0G6389W,11,plain,none,mixed,2 2 3 3 4 5 13 13 17 29 30
BB1W0HIun0C0nEYgoBeY28oA8YHmWc2x1eA9IY0G1,11,plain,none,mixed,1 1 5 6 7 7 9 10 22 24 29
BB1W4GXonHaGGY1mX0GWY4KYACEnN1N8nbAaGL1I4,11,plain,none,mixed,2 4 5 6 10 13 14 14 14 17 22
BB1W10N18042aZ2rBeeWYXAWw208C4mz4r38B0kZ2,11,plain,none,mixed,1 1 4 4 6 9 10 16 17 19 34
BB1W88uuLXOM9ug2Gv2Ia4K84uafOGH49Gh8CQ3e9,11,plain,none,mixed,1 4 5 6 8 11 13 14 14 17 28
BB1W142H5OI5KJHXIVd94HHH650e3fLKK8WKCWH70,11,plain,none,mixed,1 3 4 5 8 10 10 14 15 19 32
BB1W0H7KYKqAHOan0N124I0Z2E6DeAGOasLPhIX0O,11,plain,none,mixed,1 1 6 7 9 9 11 13 17 20 27
BB1W12SIaaAGdP52nvJaA90b4egD8eSYpfS8Z9OK1,11,plain,none,mixed,4 5 8 8 8 9 10 11 16 18 24
BB1W0WwQEwGYc59oQ0KAa4G8u9GMphJImub2d2wC8,11,plain,none,mixed,1 3 6 6 10 10 10 12 15 23 25
BB1W15SGH0Y5yaHRmGYIK86388GoE3040ImzDCAv4,11,plain,none,mixed,1 1 5 5 8 10 11 13 17 23 27
BB1W1Y65KRHC5GM12KH96CfIc9Aa60CG0G114gI0a,11,plain,none,mixed,3 3 3 4 6 9 9 13 15 17 39
BB1W81b7vZHOcGei1ex5VW4A2XKCPOqwuuIGHreWX,11,plain,none,mixed,1 2 3 6 9 9 12 18 19 20 22
BB1W7W5FMKe3WCq10G1GQK0Y48b4KJHa4iaJHcAYM,11,plain,none,mixed,1 1 2 8 8 10 12 13 15 16 35
BB1W319Za8GY1E3OHT42K5CY4eP82OGb1AeAWM2G4,11,plain,none,mixed,1 1 2 5 7 7 11 12 21 22 32
BB1W0I2OPWeV4Ya7TEuNWe0Q1l30I6XeIw8O9091I,11,plain,none,mixed,1 2 3 5 5 5 6 22 22 24 26
BB1W6HYH2OUT5xeg2esLiGa2FGa851XsPn2WrFfn0,11,plain,none,mixed,1 1 2 11 11 11 12 12 19 19 22
BB1W0YE2R2MCXq1n8GaO4GGQ7hTgI28H1xaE4IXAQ,11,plain,none,mixed,1 2 4 8 9 10 14 14 15 22 22
BB1W297aAH44OPHg4RHVH550K4G70ceW10YQ589YG,11,plain,none,mixed,2 3 5 6 7 7 8 10 15 28 30
BB1W40EGCCe31fr0D18CIH88JYWnD8e9vy4mY24eo,11,plain,none,mixed,1 1 3 4 6 10 13 14 18 24 27
BB1W1C2080Wg1Pcl54Wg444mZXCalQ43mC8e0iDGX,11,plain,none,mixed,1 1 4 5 5 9 12 14 14 24 32
BB1WC8GX2081SKio1K0Y224agA1e6Gf30R0i4GBH1,11,plain,none,mixed,1 1 2 5 5 8 9 10 19 28 33
BB1W1A848J4HmDa7GU1q8J090c73y6m14GOYh2WWG,11,plain,none,mixed,1 1 1 2 5 9 15 15 17 25 30
BB1W6Q7aIH2O6mYY90l48W440nb8PAKOeX030MxGD,11,plain,none,mixed,1 1 3 6 7 7 11 12 17 21 35
BB1W0EIN1SOF285HYbAAa2BGezMD8bQZ2o260M12G,11,distinct,none,distinct,1 2 4 8 10 11 13 14 15 16 27
BB1W1W200gX64SW-Nn0K2WGGI18WoAKR1f6mQKBYC,11,plain,none,mixed,1 1 1 4 6 6 9 19 22 24 28
BB1W0KFWY22E893A5eaaL222O9WfD98Hb7gIB48mX,11,plain,none,mixed,1 3 8 8 9 10 10 14 15 19 24
BB1W1WB0l2m4X4UXIHdWC0e4WA2YTXM5APE4Ws2eY,11,plain,none,mixed,1 4 5 6 7 7 8 9 20 21 33
BB1W85WagXH38dK5JZ8SX80YMCP48JXGnbAi8Hv29,11,plain,none,mixed,1 4 4 5 5 5 7 18 18 25 29
BB1W24G92SABoCQ8k5v4SaGa1rd04WP6CC4Bsnx1G,11,plain,none,mixed,1 1 4 5 7 8 8 14 20 24 29
BB1W0nD1C9GkJWYYY52OAGWK2VIYKEm4GH1124Aea,11,plain,none,mixed,1 2 5 7 7 10 10 11 22 22 24
BB1W997b90l6cWQ83uF128A2GXQ5gJge9Y0oNXjW6,11,plain,none,mixed,1 1 3 4 8 15 17 17 17 18 20
BB1W0H28B8iAFE4kY1W2020aXk6G1G5bWQ4eN2I1e,11,plain,none,mixed,1 3 5 6 7 8 9 9 12 29 32
BB1W8W3qN1493v5aOi80HAA50a2GMKXWyx9eWY1KA,11,plain,none,mixed,1 2 3 4 5 9 17 19 20 20 21
BB1W8GqGH1akHJEa9E1aEHWK4kYIM2832FOk24B0a,11,plain,none,mixed,1 1 4 7 9 12 13 14 17 20 23
BB1W6G8_2H9H5dIQ84OKLJ0W40z8vWa2EIeYH62Go,11,plain,none,mixed,1 1 1 6 8 8 10 20 20 23 23
BB1W4GY0W4cHOSHaWYzeFGXYA52LesDcCLnPBGiI2,11,plain,none,mixed,2 3 5 5 6 7 9 18 20 22 24
BB1W8GXU9mT142ta84HtGY0aWJ0e5GAPkkfA9I8XO,11,plain,none,mixed,2 3 3 6 7 10 10 14 14 17 35
BB1W0mD0q594d2pOayrMYG4q3y9w0GpZ0hWY2W5oO,11,plain,none,mixed,1 1 2 3 5 10 11 21 22 22 23
BB1W88BWVBXL0eSwc04060cHAGlXA14dGcaB8WanY,11,plain,none,mixed,1 1 3 8 9 11 12 12 19 20 25
BB1W0eG0C3v9X81GZ1hzWA26eLILWbPt29228GWZ4,11,plain,none,mixed,1 2 2 4 4 5 16 18 19 25 25
BB1W0eEIXI6uBgHi7IGeDYb5309284o0S2un6OWam,11,plain,none,mixed,1 2 3 5 8 10 11 11 18 25 27
BB1W080J2Lg2laX40G4j88Ga4Z50SIw5eREF9Oeb2,11,plain,none,mixed,1 4 5 7 10 11 11 11 11 25 25
BB1W0CWmnHr1GWrb2f2nZ3YY68PuhbrQ98mg38AL4,11,plain,none,mixed,1 2 4 7 11 11 14 16 17 19 19
BB1W44I0bah1eOH23CS10GGO1W-6OPS-A2AeIazH9,11,plain,none,mixed,1 3 5 6 6 7 9 9 23 23 29
BB1W2W4GSX38OoaIb780u5020A1IP4Pfx4yWK0I2C,11,plain,none,mixed,1 1 3 7 7 9 12 16 17 23 25
BB1W4L9GM0K185Wm4H4oG7030CWf2IC9KA6e7G4eK,11,plain,none,mixed,1 1 1 9 9 10 11 12 16 19 32
BB1W1WIAQ3jG-ZJ2444GYm0AMOlcGLLXU4UHo4MY2,11,distinct,none,distinct,1 2 3 4 7 8 11 14 15 22 34
BB1W1G2WKmd4K2n8uo4Y64G20E0O2VmJ3jYgALK0W,11,plain,none,mixed,1 2 4 4 5 9 9 15 17 21 34
BB1W4IFG5o0a140h9Qg6KY8H0ZX5sQvRS70AeLa28,11,plain,none,mixed,1 4 4 6 7 8 10 14 14 22 31
BB1W124GaWY285TAg9MaMX810H0nZ2IBvcMNgHi60,11,plain,none,mixed,2 6 7 8 8 10 11 11 12 15 31
BB1W0W0WOBHGX3ajXM30XG4OZe8aIM9vBNXW68KY5,11,plain,none,mixed,1 1 2 6 9 9 17 18 18 20 20
BB1WAGgbL2Y58KY9I4C0w6G1448Xq11yo7KM9S5CG,11,plain,none,mixed,1 1 6 7 8 9 13 14 17 20 25
BB1W4a604X00cAVcAJvX0Y08mCXA57BU1O4GmgbB4,11,plain,none,mixed,1 3 4 4 8 8 10 11 17 26 29
BB1W0e2aAPAuaYIGnH3WWQ0Z0a4iGY2087X848nAK,11,plain,none,mixed,1 1 2 4 10 11 12 15 17 19 29
BB1W20GmI-APhWb1RMWc2A8K2cq5-Hf6GA88GGi4a,11,plain,none,mixed,2 3 4 4 5 8 11 11 20 25 28
BB1WA0T0Ha1DXM0kSaO2u4GA8eVIcv8br3b5Dnn68,11,plain,none,mixed,1 2 3 11 12 13 14 14 15 15 21
BB1W092OIGeJKr5C8eG0WY08GW7WJ7cmJL54Wp13a,11,plain,none,mixed,1 1 4 6 6 7 15 18 19 21 23
BB1W1GOX1a2WA5EyBGY2F5125GmY4GG1IAKsA50a1,11,plain,none,mixed,1 2 3 6 7 7 10 14 17 21 33
BB1W64M1M15XBZE0B0Ya1G0G08Agb5KbZj8oE8X17,11,plain,none,mixed,1 1 1 2 5 6 13 21 23 24 24
BB1W2o8Wi090a4sX4oKaEGiZ2A992a0fXheXYu621,11,plain,none,mixed,1 1 3 5 8 9 10 12 13 18 41
BB1W0c4jg5Gpwa2G9CGmT18K0WI0XF6YQef12DI91,11,plain,none,mixed,2 3 3 4 6 8 15 15 16 24 25
BB1W2eY9eLXJ6D8u3ofX62938Ym8X175018OYdB8C,11,plain,none,mixed,2 4 4 5 6 12 12 14 17 21 24
BB1W1Y9GD8W40Gn59b6RQemG228JYd9ua0G8f4eYK,11,plain,none,mixed,1 2 4 5 6 8 12 13 13 23 34
BB1W5KMGGo3i4CGg5OIn81XGKX24mGeo17KSH0Ka4,11,plain,none,mixed,1 2 4 5 8 9 13 14 17 24 24
BB1W4HKWpgGVW4d1C1824KGY18JSePKZAmaYA94iA,11,plain,none,mixed,1 2 6 7 9 10 11 11 15 23 26
BB1W4CGYP4eHd4JQiM8mB3G8cS9mW4K5CAsGXs4P8,11,plain,none,mixed,1 2 3 6 6 8 10 16 19 20 30
BB1W8a4aHJCIT4yV7048GI06e9aYY946aIEGYYG28,11,plain,none,mixed,1 3 4 5 9 12 13 13 17 19 25
BB1W2YEG_3qJ4i4Z4iXf8KC2W9721X82X62NbCKGa,11,distinct,none,distinct,1 3 5 8 9 11 12 14 16 19 23
BB1W18KW-lwug440AeZ2ACK42GpYc1PHKPK8Gy90b,11,plain,none,mixed,1 3 7 9 10 11 14 14 14 14 24
BB1W84Ff1eAWaeiS8eKX31o4Aep178RJk96npaGWX,11,plain,none,mixed,1 1 4 10 11 11 11 12 16 22 22
BB1W40rG209mOMmo5eJII36954YI9qzII6jW2OLIY,11,plain,none,mixed,3 4 5 5 6 8 12 14 15 22 27
BB1W8YxGDrHicwL9f34DeYWGKOjLYLIE2Af0i1G0e,11,plain,none,mixed,1 2 6 7 7 9 13 15 16 18 27
BB1W08CefGX91218ma1WY2mn3CFYM50KD8u6uKX58,11,plain,none,mixed,1 2 2 6 8 8 8 10 16 26 34
BB1W92Qu4tG204628EWXW8GIfCPJGs2kF4uJH8b4O,11,plain,none,mixed,3 4 5 5 6 8 9 12 14 21 34
BB1W2f58KacaEKWf4HfaAP8410CMmW-kWMPAemM8W,11,plain,none,mixed,1 1 4 6 10 11 13 15 16 21 23
BB1W28ZHb4KbIK6Te9vacY90TTeH4b4a62OH2mA0m,11,plain,none,mixed,1 4 6 9 9 9 13 16 16 17 21
BB1W0W2CL2lA1Jb8n0Dmd1W10C20e68MqwXZLIeLa,11,plain,none,mixed,1 4 5 6 8 8 10 14 16 24 25
BB1W4449rCaL2Jeh9LG1381I6emwYryQmI1Wnm9mm,11,plain,none,mixed,1 3 5 5 5 7 12 15 18 22 28
BB1W6HqmBoH4KHH4mKb4eI61480wo704AnX7fN5H8,11,plain,none,mixed,2 3 7 7 7 8 9 11 15 25 27
BB1W0eYWCa8k2q1GB41Wk974HH94p2aEjnY58H1K8,11,plain,none,mixed,1 3 5 6 6 8 10 11 18 26 27
BB1W005EXa5WVHwe6UfGo2fH3ABf98OWX2qQKIcc2,11,plain,none,mixed,3 3 4 5 8 9 12 13 14 21 29
BB1W0O1G4CG9yxaZL8bKZ48S2m6S4Gj2PICO4uAHK,11,plain,none,mixed,3 4 4 4 6 11 13 14 15 20 27
BB1W2I_5zo4nXLZL58M14CX890B0wPGD08X7Ioa28,11,plain,none,mixed,1 3 4 6 7 13 13 16 18 19 21
BB1W484WCXaHH1087mC2Ga25OKaIHtBC5A0q9X64O,11,plain,none,mixed,1 1 2 5 9 11 12 16 17 21 26
BB1W2a80W50BCj101mHMVG8a2GD8mHVa-5eP2OH0b,11,plain,none,mixed,2 2 3 5 6 8 9 10 17 25 34
BB1W1W4CauZ3a2iAGI8KqGGJ2M890i2QKHXk62A1E,11,plain,none,mixed,1 1 3 5 5 6 11 12 19 22 36
BB1W0L0a80Hd7ce6OIvxXY82HS6WKGqT3C8G0e9M0,11,plain,none,mixed,1 1 2 2 4 8 11 14 22 28 28
BB1W62fsK5HfOSBWSX74S9G9BS17P80ZXBOaK383W,11,plain,none,mixed,1 1 2 4 7 7 9 17 19 25 29
BB1W0Z1aCgfgb4be88I1eX84In9aDGgp4eEzxqW4W,11,plain,none,mixed,1 2 5 6 8 8 9 13 21 24 24
BB1W1DGf4b4Awss4OHY51I8C0GaIOYJF9GWqi04OY,11,plain,none,mixed,1 1 3 6 10 12 14 15 17 18 24
BB1W09p1HRWJ9h9f978I131GhS8uUsZWpQL1F4aS4,11,plain,none,mixed,1 4 7 9 9 9 10 10 14 24 24
BB1W020633A75KWbEW-IOXXi0n04o1I2GL4QOByYC,11,plain,none,mixed,1 1 2 3 6 6 8 9 11 19 55
BB1W8Gd0mqQCoGyWDWk5EOW04eVecRUS8Y0X69CIX,11,plain,none,mixed,1 3 5 6 6 9 9 10 20 22 30
BB1W15-7niZq8RdGY2q1XAB10gX8ZJYnx4CW91GI2,11,plain,none,mixed,1 3 3 5 8 9 10 12 18 21 31
BB1W1I5ID3PYTH4a5PrKGGb0ZYCm2du4WGp2aW923,11,plain,none,mixed,1 4 7 8 11 12 12 14 14 16 22
BB1W0I1Lm63SL2S9HS-A81iaY9GKer5KEI9aKZXKW,11,plain,none,mixed,1 3 5 7 7 8 15 15 18 19 23
BB1W2284cI2ioqWW3XJ0o2C4X24Gb3sELMYqFAm11,11,plain,none,mixed,1 5 6 6 8 10 12 14 16 19 24
BB1W1W5tk2n1zl6ys3RCi8L62HI0IL3gC2x4SXg89,11,plain,none,mixed,1 2 4 5 7 13 15 15 18 20 21
BB1W1IihJ5C4_7_ruW2iXM8XOYqGK0f3A2WSHGGmO,11,plain,none,mixed,1 1 3 9 11 11 13 14 17 19 22
BB1W4aXLbYe50GI1GCgDj54Wk1GuL16i4OIbAPAe4,11,plain,none,mixed,3 5 6 6 8 9 9 13 15 21 26
BB1W1W9WaIbrIE2tAahoiEe81G32OPWC2Y6mKrKc0,11,plain,none,mixed,1 1 1 7 12 14 16 16 17 18 18
BB1W0454A1NIwti8eUWKXJ8g22FWqkob7e989GIU0,11,plain,none,mixed,1 1 2 3 6 10 17 17 18 19 27
BB1W4Ho5qdJh9E0I0nA264X59q290n2nH34tJaWb2,11,plain,none,mixed,2 3 6 8 9 10 12 14 17 17 23
BB1W4axJY2JsdANg6mSS99I4J2aaK0YK2XzG5qXHI,11,plain,none,mixed,2 4 4 4 4 9 9 12 13 15 45
BB1W4X6uY0P2uZMXX8HGZ3YZA891A8kLnaP0HQUI4,11,plain,none,mixed,1 1 2 8 9 10 10 14 20 21 25
BB1W8WJXT94f0Y23IHrag86CAG1iJ4A8UOLI9mcI8,11,plain,none,mixed,1 1 6 6 8 12 13 14 15 17 28
BB1W0a2mG8-AEY52P2K0l6WfXG4GF6ZaAY5whcGeX,11,plain,none,mixed,1 1 3 4 6 9 17 17 20 20 23
BB1W0o5GQPayRmh4WhYY84KWWI4G2S8KWI73pfG31,11,plain,none,mixed,1 3 6 6 7 8 10 17 19 21 23
BB1W08P2I92i8bYm4Ci7Gf0O51a934lJN62OAW50O,11,plain,none,mixed,1 3 3 6 7 13 14 15 18 19 22
BB1W0a8YIF88YS514SIYYIP81mAdIfWbAOe40a30G,11,plain,none,mixed,1 1 3 6 8 10 10 10 13 16 43
BB1W3I784cKmG0W3eKADG1MHOgeaHL7a4WY4Aa6G4,11,plain,none,mixed,1 2 3 3 7 9 10 14 16 18 38
BB1W92pHQ582WM29AGgaQm8GL0mB4ZYWfEK4Wm2WI,11,plain,none,mixed,1 1 4 4 6 6 11 15 18 25 30
BB1WCHmMY54bbHK6GN12B8W13YL8q0W22GFYGP7H3,11,plain,none,mixed,1 5 6 6 6 7 9 13 17 20 31
BB1W1Q24X8qR147pvBAX5WWo036bjUk92H13GB40B,11,plain,none,mixed,1 1 1 1 8 11 11 16 17 26 28
BB1W01064rqQ4OWXCaa304H82W40QIUCP148Sa-O5,11,plain,none,mixed,1 1 3 4 5 5 10 19 22 23 28
BB1W1HAeIYCGnK97WeI0_2G40K6JfCAGhEIy8Q4GA,11,plain,none,mixed,2 2 4 5 8 13 15 16 18 18 20
BB1WAIohB1GYWg4VJ3KMHOa13Yd0GZ4XYrICHG30I,11,plain,none,mixed,2 4 5 6 9 10 10 11 17 22 25
BB1WA43GE0a4WCXN8jIgHJ230F0Y3vv0Ygl8109Wn,11,plain,none,mixed,1 3 4 5 5 10 11 14 16 22 30
BB1W2I194aOXm0W92C91a6MO90m1042GWA2mFGM15,11,plain,none,mixed,1 1 2 3 7 9 11 11 13 16 47
BB1W50K2fCCfHr5ML9S4JXL04XDXA02OHo48G55aM,11,plain,none,mixed,2 3 3 4 4 10 10 14 14 26 31
BB1W6C2GmKXeY886A6lbYeW51hgXGt1ZgF1RKrN4G,11,plain,none,mixed,1 4 6 6 7 10 10 11 13 18 35
BB1W1G4GCGIaYec5EIqT870H0H0eCbPEJOzW7GX4Q,11,plain,none,mixed,1 1 5 7 7 8 10 15 15 25 27
BB1W8e4WX224Pf5SKaVtxOW184YBSOi1a542CmAGa,11,plain,none,mixed,2 4 4 6 8 8 9 14 15 21 30
BB1W0qOX6YI58M1xJ8s3KgA0O08pICLmaY8k2r448,11,plain,none,mixed,1 1 5 7 8 10 12 13 17 18 29
BB1W0810vOHCnILf2KAHS6me1W4Xg1IS6mZCI98bG,11,plain,none,mixed,1 2 3 8 9 10 12 14 16 23 23
BB1W089vNWMYFGXkI2G0H81KaKAZgOtaio5GaWG0Z,11,plain,none,mixed,1 2 3 3 9 12 12 14 16 18 31
BB1W114mJyfVcS0OOYg5EY4Koa2iGIJ4GF81eB0HW,11,plain,none,mixed,1 1 1 4 7 9 11 15 19 23 30
BB1W2K84Xi8EtuiKIUeLWaWM2dCW7XC5cGQWrIw62,11,plain,none,mixed,1 2 4 6 8 10 10 12 15 24 29
BB1W8PM242LIXwA2X6iHCGmWkGj6BqSqeWhGfEYn1,11,plain,none,mixed,3 3 4 6 10 10 14 15 16 17 23
BB1W01ZeCl5bOQnE30988118w2aAWeQBAttsGYu8G,11,plain,none,mixed,1 1 4 7 8 10 12 15 19 21 23
BB1W20gN4c54XI2aamTjYOY1IANYwQHOmZZJmMWb2,11,plain,none,mixed,3 5 6 6 7 9 10 11 14 17 33
BB1WDGrwdY-HW4d8WY4Cm34eWfL8IbIP0H8m7248H,11,plain,none,mixed,1 3 4 9 9 9 11 15 16 22 22
BB1WAGa1A6u8WSOBWuuNn141iIb4jEXzPD0K1W30W,11,plain,none,mixed,1 2 3 7 10 10 11 14 15 19 29
BB1W2IB4mkWw0E54EnV3yGq8203-4UOP4f2O83W21,11,plain,none,mixed,1 4 4 5 6 9 10 12 13 26 31
BB1WC2mGWg2IfsWu5OInL5KW50L080O70JWMnf140,11,plain,none,mixed,2 3 4 4 5 5 7 10 19 27 35
BB1W1A58HWWeXI4CmGX3a1CA1C6GOJI1745OC5G51,11,plain,none,mixed,1 1 1 4 6 6 14 18 21 24 25
