sbn,size,category,symmetry,size_profile,sizes
661WfIKfW0KhKh,6,shape-L,none,mixed,1 5 6 6 7 11
661W0wnZdfoW8I,6,shape-T,none,mixed,2 3 3 8 9 11
661Wh6M800Czzh,6,shape-L,none,mixed,2 2 5 6 10 11
661W0QnZEhd0CO,6,shape-T,none,mixed,2 2 4 8 9 11
661W8nJY2X0oLh,6,shape-zigzag,none,distinct,1 2 4 6 10 13
661W0vpt6Z6WAI,6,shape-T,none,mixed,2 5 5 5 8 11
661WvIqf006BIb,6,shape-L,none,mixed,1 1 4 8 11 11
661WBtTo0bGYHZ,6,shape-zigzag,none,distinct,2 3 4 6 10 11
661W0OphMXAmCO,6,shape-T,none,distinct,1 2 4 8 10 11
661W9y4T8R9APC,6,shape-heart,none,mixed,2 3 5 5 7 14
661W9i4T8R9EPC,6,shape-heart,none,distinct,2 3 4 6 7 14
661W0Onxtb68AG,6,shape-T,none,mixed,2 2 3 7 11 11
661W0OrZ6jIWCO,6,shape-T,none,mixed,1 2 6 8 8 11
661W8rRo2X0oHp,6,shape-zigzag,none,distinct,1 2 3 7 10 13
661Wn3z900NE-r,6,shape-L,none,mixed,1 4 6 6 8 11
661WdojA015ESb,6,shape-L,none,distinct,1 4 5 7 8 11
661W0Onh6bEOAK,6,shape-T,none,mixed,2 4 4 6 9 11
661WrMcSW06uvj,6,shape-L,none,mixed,2 3 3 7 10 11
661WXx6A01EUKf,6,shape-L,none,distinct,1 2 3 7 11 12
661Wb7TQW0afSn,6,shape-L,none,mixed,2 4 5 5 9 11
661WfAyx00S-Hf,6,shape-L,none,mixed,2 4 5 7 7 11
661WpALh00MjOX,6,shape-L,none,distinct,2 3 4 7 9 11
661W1y4LIPDEPC,6,shape-heart,none,distinct,1 3 4 5 9 14
661WAtVY0feYJZ,6,shape-zigzag,none,mixed,2 3 5 5 10 11
661WnYjQW0DQKf,6,shape-L,none,mixed,2 3 6 6 8 11
661WArPc0Z4wHd,6,shape-zigzag,none,distinct,1 3 6 7 9 10
661WXIji00K--r,6,shape-L,none,mixed,3 3 4 6 9 11
661W8nPwKb0YLZ,6,shape-zigzag,none,mixed,2 2 3 8 10 11
661W9i4L8RFAPC,6,shape-heart,none,distinct,2 3 4 6 7 14
661W1QntcdUW8L,6,shape-T,none,mixed,2 2 4 8 9 11
661W0vnZ6Z6eAK,6,shape-T,none,distinct,2 3 4 6 10 11
661W9nRg0p8YLd,6,shape-zigzag,none,distinct,1 3 6 7 9 10
661WZBTA00afUb,6,shape-L,none,distinct,1 4 5 6 9 11
661W0OpZEbAeAK,6,shape-T,none,mixed,1 4 6 6 8 11
661W0OpdEhM0CO,6,shape-T,none,mixed,2 2 4 8 9 11
661W1y4LAP9EPC,6,shape-heart,none,mixed,1 2 5 5 9 14
661W0OrhEh60AK,6,shape-T,none,mixed,2 2 4 6 11 11
661WAvJc8X0oPZ,6,shape-zigzag,none,mixed,1 3 5 7 10 10
661W0unl7nk08H,6,shape-T,none,mixed,1 1 2 9 11 12
661W8nHc8Z4oJd,6,shape-zigzag,none,mixed,2 2 5 8 9 10
661WArHgOb0gHh,6,shape-zigzag,none,mixed,2 2 4 8 10 10
661W1i4LKPFEPC,6,shape-heart,none,mixed,2 2 4 6 8 14
661WZMzA01EQIn,6,shape-L,none,distinct,1 2 6 7 9 11
661Wtgqi005Por,6,shape-L,none,mixed,1 5 5 6 8 11
661WpobC007TQb,6,shape-L,none,mixed,1 3 7 7 7 11
661WXBbSW1c-Or,6,shape-L,none,mixed,2 4 4 5 10 11
661WZ66B00rQqf,6,shape-L,none,mixed,1 2 3 8 11 11
661W0vnZ7fIW8m,6,shape-T,none,mixed,1 2 4 9 9 11
661WZgrC015RSf,6,shape-L,none,mixed,1 3 6 6 9 11
661W1QnpcfIWAH,6,shape-T,none,mixed,2 4 4 6 9 11
661WBtHc8XGoHh,6,shape-zigzag,none,mixed,2 2 5 8 9 10
661W0QzpMdZ09O,6,shape-T,none,distinct,1 4 5 6 9 11
661WXlLA016jKv,6,shape-L,none,mixed,1 4 6 6 8 11
661WXJV9017Tyz,6,shape-L,none,mixed,1 5 6 6 7 11
661WXgjh017FIf,6,shape-L,none,mixed,2 2 5 7 9 11
661W0OnZEfIeCO,6,shape-T,none,mixed,1 2 6 8 8 11
661W9i4LOPDEPC,6,shape-heart,none,mixed,1 4 4 6 7 14
661WbATw00bBLb,6,shape-L,none,mixed,2 5 5 6 7 11
661W0wnZMZoWCO,6,shape-T,none,mixed,1 2 3 8 11 11
661WbBte00bPLh,6,shape-L,none,mixed,2 4 4 7 8 11
661W1QnZ7fIW8m,6,shape-T,none,mixed,1 2 4 9 9 11
661WfIMx00rQIZ,6,shape-L,none,mixed,3 3 4 6 9 11
661WfZKw00NAod,6,shape-L,none,mixed,1 4 4 7 9 11
661W0PthlXNG9G,6,shape-T,none,mixed,2 2 4 8 9 11
661WfRKQ00TzIZ,6,shape-L,none,distinct,2 3 5 7 8 11
661WnYcA00bwrh,6,shape-L,none,distinct,2 3 5 7 8 11
661WXN_i01cOqr,6,shape-L,none,distinct,2 3 4 7 9 11
661WbAsU00bfpb,6,shape-L,none,mixed,4 4 4 6 7 11
661WpUKg00lSLZ,6,shape-L,none,distinct,2 3 4 6 10 11
661WXISOW1thIf,6,shape-L,none,mixed,2 3 3 8 9 11
661W8nHw8bCoJZ,6,shape-zigzag,none,distinct,1 3 6 7 9 10
661WXgsO01FjId,6,shape-L,none,distinct,1 3 4 8 9 11
661WCvJY2X0oHZ,6,shape-zigzag,none,mixed,1 2 2 8 10 13
661WXdVeW1CPLr,6,shape-L,none,mixed,2 3 4 5 11 11
661W0SndEZ6G8O,6,shape-T,none,mixed,1 2 2 9 11 11
661W0xtd6Xg8CO,6,shape-T,none,mixed,2 2 4 8 9 11
661W8vHg8bCsHZ,6,shape-zigzag,none,distinct,1 3 6 7 9 10
661W0unZ7voW8H,6,shape-T,none,mixed,1 2 4 9 9 11
661WnlsC007DOv,6,shape-L,none,distinct,1 3 4 5 11 12
661WpMceW0EhLZ,6,shape-L,none,mixed,1 5 6 6 7 11
661WboLw00cFoZ,6,shape-L,none,mixed,1 4 4 8 8 11
661WXIVT016xLb,6,shape-L,none,progressive,1 3 5 7 9 11
661WpMdPW0MQqb,6,shape-L,none,distinct,2 4 5 6 8 11
661W0OpZEfIOCO,6,shape-T,none,mixed,1 2 7 7 8 11
661WfQafW0KjKh,6,shape-L,none,mixed,1 5 6 6 7 11
661W0QnhsjZ09m,6,shape-T,none,mixed,1 2 4 9 9 11
661WX6yv00bBKp,6,shape-L,none,distinct,1 3 4 8 9 11
661WZJbgW0ajPn,6,shape-L,none,progressive,1 3 5 7 9 11
661WCrTY2bGYPd,6,shape-zigzag,none,distinct,2 4 5 6 9 10
661W0Ovxcd68Cm,6,shape-T,none,mixed,1 3 3 7 11 11
661W1i4LIvDAPC,6,shape-heart,none,distinct,1 3 4 5 9 14
661W1Ontkn2G8q,6,shape-T,none,distinct,1 2 4 6 11 12
661WfB5800Lkzx,6,shape-L,none,mixed,2 3 6 7 7 11
661W0OnhNfQm8H,6,shape-T,none,distinct,1 4 5 6 9 11
661W0PppsZ3G8q,6,shape-T,none,distinct,1 2 4 6 11 12
661WrgC8W1DQrb,6,shape-L,none,mixed,1 4 4 5 11 11
661WfRyf00biIf,6,shape-L,none,distinct,1 4 5 6 9 11
661WrZqO00NDMh,6,shape-L,none,mixed,2 3 3 7 10 11
661W8nHY1b8sPp,6,shape-zigzag,none,mixed,1 3 7 7 8 10
661WArHg8b4gHh,6,shape-zigzag,none,distinct,2 3 4 8 9 10
661WrlF8W04Ptp,6,shape-L,none,mixed,1 3 5 8 8 11
661W8rJgGfOYHx,6,shape-zigzag,none,mixed,1 4 4 8 9 10
661W0OxdUZ2W8S,6,shape-T,none,mixed,1 1 3 9 11 11
661WbpaOW0MjIb,6,shape-L,none,mixed,2 2 5 8 8 11
661WZBbQ00LAvr,6,shape-L,none,distinct,1 4 5 7 8 11
661W1Txh6XkO8K,6,shape-T,none,mixed,2 2 4 8 9 11
661WCnHYGhGYPp,6,shape-zigzag,none,distinct,1 2 4 8 10 11
661WbgjQ01aArf,6,shape-L,none,mixed,1 4 4 5 11 11
661W8rHkHX8gLp,6,shape-zigzag,none,mixed,1 5 5 5 10 10
661WpIif006FUb,6,shape-L,none,mixed,2 3 4 5 11 11
661Wf3U-005Ezv,6,shape-L,none,mixed,2 3 5 5 10 11
661W1i4LCPBEPC,6,shape-heart,none,distinct,1 2 5 6 8 14
661W1y4LmPFAPD,6,shape-heart,none,distinct,1 2 4 6 9 14
661WfZ6g01EfnZ,6,shape-L,none,mixed,2 3 3 4 11 13
661WnMCh00lSQn,6,shape-L,none,distinct,2 3 4 6 10 11
661WfBa8W0alMl,6,shape-L,none,distinct,1 3 5 6 10 11
661W1QrxkZ608q,6,shape-T,none,mixed,2 4 4 6 9 11
661WfFSf00qCOr,6,shape-L,none,distinct,1 2 3 6 11 13
661W8nPw0lGYLZ,6,shape-zigzag,none,distinct,1 2 4 8 10 11
661W0wnpcnoW8q,6,shape-T,none,distinct,2 3 4 6 10 11
661WbhU800kjIf,6,shape-L,none,mixed,2 4 4 5 10 11
661W1QvtEf2GCI,6,shape-T,none,mixed,2 2 4 6 11 11
661WCvJY4X0oHZ,6,shape-zigzag,none,distinct,1 2 3 8 10 12
661Wv2NC00tRKf,6,shape-L,none,mixed,1 2 4 9 9 11
661WbIkj00KVqb,6,shape-L,none,mixed,2 2 6 6 9 11
661W0SvtUZ2G9G,6,shape-T,none,distinct,1 2 3 7 11 12
661W0vtpcbQ08q,6,shape-T,none,distinct,1 4 5 6 9 11
661W0RrZ6r3W9I,6,shape-T,none,distinct,1 2 4 6 11 12
661WrdKf00afSf,6,shape-L,none,mixed,2 3 6 7 7 11
661W0PvpcnZWCm,6,shape-T,none,mixed,1 3 3 7 11 11
661W0OrhNfAG8H,6,shape-T,none,distinct,1 3 4 8 9 11
661WXhMj015Qun,6,shape-L,none,mixed,2 4 4 7 8 11
661WZAKO00jQxr,6,shape-L,none,mixed,1 4 6 7 7 11
661W0UtdEr2W8O,6,shape-T,none,distinct,1 2 3 9 10 11
661WXEig00bBwr,6,shape-L,none,distinct,2 3 5 7 8 11
661W0OplMb2eCO,6,shape-T,none,mixed,2 2 2 8 11 11
661W0PpZ6fJGCO,6,shape-T,none,mixed,2 2 5 8 8 11
661W8rTY0jGcPd,6,shape-zigzag,none,mixed,1 4 5 5 10 11
661WbIKf00bEMj,6,shape-L,none,mixed,2 4 5 5 9 11
661W1i4LCP9APS,6,shape-heart,none,mixed,1 1 5 6 9 14
661WrQz800UwIf,6,shape-L,none,mixed,2 3 5 5 10 11
661WnhDAW06jtb,6,shape-L,none,mixed,2 4 5 7 7 11
661WdZ6f00MSwb,6,shape-L,none,mixed,1 4 4 5 11 11
661WXtEOW1FOnn,6,shape-L,none,mixed,1 3 4 4 11 13
661WhNETW0b8HX,6,shape-L,none,distinct,1 3 4 5 11 12
661WbRNQ00bTIZ,6,shape-L,none,mixed,4 4 5 5 7 11
661WApLY0beoHp,6,shape-zigzag,none,mixed,1 3 4 9 9 10
661WZIkP00CkTj,6,shape-L,none,distinct,1 3 4 8 9 11
661WfQbA00CQSv,6,shape-L,none,mixed,2 2 4 8 9 11
661W0Szxkh608H,6,shape-T,none,mixed,2 2 4 6 11 11
661W0PrZ6roWCO,6,shape-T,none,mixed,2 3 4 8 8 11
661Wj3yvW0akIf,6,shape-L,none,mixed,1 2 3 8 11 11
661WAnHY8dCsPZ,6,shape-zigzag,none,mixed,2 2 7 7 8 10
661WCnJY0b8oPp,6,shape-zigzag,none,distinct,1 2 6 8 9 10
661W0vnZ7fIW8H,6,shape-T,none,mixed,1 2 4 9 9 11
661WhgsOW0FhQX,6,shape-L,none,mixed,1 4 6 7 7 11
661Wb2zQW0b9Sv,6,shape-L,none,distinct,2 3 5 6 9 11
661W8rTgGZGYHt,6,shape-zigzag,none,distinct,1 2 6 8 9 10
661W0vnZUX6WCO,6,shape-T,none,mixed,1 2 2 8 11 12
661W0vnZ6bAmCO,6,shape-T,none,mixed,2 2 6 7 8 11
661W0wrxsbY0Am,6,shape-T,none,mixed,2 2 4 8 9 11
661WAtTY0rWYHd,6,shape-zigzag,none,mixed,2 2 3 7 10 12
661W0vnd6bAeAK,6,shape-T,none,distinct,2 4 5 6 8 11
661WX6bA01lUSf,6,shape-L,none,mixed,2 4 4 6 9 11
661W9i4LeP9EPi,6,shape-heart,none,mixed,1 4 5 6 6 14
661W1Utd6XAe8O,6,shape-T,none,distinct,1 2 5 8 9 11
661Wx_aO014jMZ,6,shape-L,none,mixed,1 3 3 7 11 11
661W9nRY0beYJh,6,shape-zigzag,none,mixed,1 3 5 7 10 10
661WhAcj00KlOX,6,shape-L,none,mixed,2 2 4 7 10 11
661WnYreW0DQpb,6,shape-L,none,distinct,2 3 4 6 10 11
661WfQSwW0CQyn,6,shape-L,none,mixed,2 4 4 5 10 11
661WbFSf00rAGr,6,shape-L,none,mixed,1 2 6 8 8 11
661W8nHgGZ8sPp,6,shape-zigzag,none,mixed,1 3 7 7 8 10
661W8rHg8b4gHx,6,shape-zigzag,none,mixed,1 3 4 9 9 10
661WrhqeW0KBLf,6,shape-L,none,distinct,1 3 4 5 11 12
661Wb64y016Sxh,6,shape-L,none,mixed,1 3 3 4 11 14
661WdMieW1MiJf,6,shape-L,none,mixed,2 3 4 4 11 12
661W8vHgIb0YPp,6,shape-zigzag,none,mixed,2 2 4 6 10 12
661W0RrZ6bZWCO,6,shape-T,none,distinct,1 2 5 8 9 11
661WbADR00Kerf,6,shape-L,none,mixed,1 4 4 4 11 12
661WfAiSW04Vtf,6,shape-L,none,mixed,2 3 3 5 11 12
661W1Qvp6fIW8Q,6,shape-T,none,mixed,2 2 4 8 9 11
661Wjp6O00EQzz,6,shape-L,none,distinct,2 4 5 6 8 11
661WbEdTW04gqr,6,shape-L,none,mixed,2 3 3 7 10 11
661W0PpZtbF88I,6,shape-T,none,mixed,2 2 6 7 8 11
661W1y4L4RDEPC,6,shape-heart,none,mixed,1 3 3 6 9 14
661W8nHY1nWYJd,6,shape-zigzag,none,mixed,1 2 2 8 10 13
661W0xrp6bYW8M,6,shape-T,none,mixed,1 2 4 9 9 11
661Wb7EC00aOvt,6,shape-L,none,mixed,2 2 3 4 11 14
661W0unp6voWAI,6,shape-T,none,mixed,2 4 5 5 9 11
661W0QpZ6vIGAK,6,shape-T,none,mixed,1 4 6 6 8 11
661W9y4L3P9APi,6,shape-heart,none,mixed,1 4 5 5 7 14
661W0PtlNXN08H,6,shape-T,none,distinct,1 2 5 8 9 11
661Wd6jO01lTpX,6,shape-L,none,distinct,2 3 4 7 9 11
661W0Ovh6dAGCK,6,shape-T,none,progressive,1 3 5 7 9 11
661WhFcf00DFKf,6,shape-L,none,mixed,2 3 6 7 7 11
661WvgjQ00DSrb,6,shape-L,none,mixed,2 4 6 6 7 11
661W8vHkGb0wPp,6,shape-zigzag,none,distinct,1 2 4 6 10 13
661Wb6DzW0KvOn,6,shape-L,none,mixed,2 3 3 4 11 13
661W1QtZcbQ08o,6,shape-T,none,mixed,1 3 3 7 11 11
661W8nJg8XCoLh,6,shape-zigzag,none,mixed,1 4 6 6 9 10
661WvISTW14Qof,6,shape-L,none,distinct,1 2 3 7 11 12
661W0vphsXE88J,6,shape-T,none,distinct,1 2 5 8 9 11
661WbETuW0Sunn,6,shape-L,none,mixed,2 4 4 5 10 11
661W0v_Z6bQ0AO,6,shape-T,none,progressive,1 3 5 7 9 11
661W0znZ6jQG8O,6,shape-T,none,distinct,1 4 5 6 9 11
661W8rHcGZ4sPh,6,shape-zigzag,none,mixed,1 4 6 6 9 10
661WArPYGhGYHd,6,shape-zigzag,none,distinct,1 3 4 7 10 11
661WbBEC00LhIj,6,shape-L,none,mixed,1 2 7 7 8 11
661W0wrhsbY08J,6,shape-T,none,mixed,1 2 4 9 9 11
661W0OnpMdAGAI,6,shape-T,none,mixed,1 5 5 5 9 11
661WdBDOW0TwSX,6,shape-L,none,distinct,1 2 6 7 9 11
661WbAie00KhNd,6,shape-L,none,mixed,2 2 5 8 8 11
661W0Snh6bEO8O,6,shape-T,none,mixed,1 2 4 9 9 11
661WXAkE00bwSr,6,shape-L,none,distinct,1 3 4 8 9 11
661WZcLA015BMj,6,shape-L,none,mixed,2 2 6 7 8 11
661W0OnZMbEOAK,6,shape-T,none,mixed,2 4 4 6 9 11
661WX7ri00awNt,6,shape-L,none,distinct,2 3 4 6 10 11
661WrIzA00ETKb,6,shape-L,none,mixed,2 2 7 7 7 11
661WbYrP00dDtf,6,shape-L,none,mixed,2 4 5 7 7 11
661W0PnZdfJW9G,6,shape-T,none,distinct,1 2 5 8 9 11
661W0QnZ7fpW8H,6,shape-T,none,mixed,1 2 4 9 9 11
661WbA_V004gJf,6,shape-L,none,mixed,2 4 4 5 10 11
661W1Orh7pIW8m,6,shape-T,none,mixed,1 1 7 7 9 11
661WbBFA00DhMb,6,shape-L,none,mixed,3 3 5 6 8 11
661WnYquW0rgHb,6,shape-L,none,mixed,2 2 2 8 11 11
661WbBLA00TRKf,6,shape-L,none,mixed,2 4 4 7 8 11
661W1QrZ6bIWCO,6,shape-T,none,mixed,2 3 4 8 8 11
